PERMIT NUMBER,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ISSUED DATE,EXPIRATION DATE,PAYMENT DATE,ADDRESS,ADDRESS NUMBER START,ADDRESS NUMBER,STREET DIRECTION,STREET,STREET TYPE,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LATITUDE,LONGITUDE,LOCATION
1144349,357968,1,CARAVAN RESTAURANT LLC,LE NOCTURNE,06/26/2020,05/31/2021,06/25/2020,4810 N BROADWAY,4810,4810,N,BROADWAY,,CHICAGO,IL,,46,40,46-40,20,41.969357482,-87.659826569,"(41.96935748217429, -87.65982656853042)"
1144350,25861,1,E P I BUILDING CORP,EDISON PARK INN,03/17/2020,05/31/2021,03/17/2020,6711-15 N OLMSTED AVE,6711,6711-15,N,OLMSTED,AVE,CHICAGO,IL,60631,41,5,41-5,16,42.0024276,-87.81714426,"(42.0024275999838, -87.81714425962014)"
1144351,396026,1,"NANDO'S OF LAKEVIEW, LLC",NANDO'S PERI-PERI,03/04/2020,05/31/2021,03/03/2020,670 W DIVERSEY PKWY,670,670,W,DIVERSEY,PKWY,CHICAGO,IL,60614,44,45,44-45,19,41.932883865,-87.646271752,"(41.932883864695405, -87.64627175168746)"
1144353,394369,1,"NANDO'S OF WEST LOOP, LLC",NANDO'S PERI-PERI,03/04/2020,05/31/2021,03/03/2020,949-953 W RANDOLPH ST,949,949-953,W,RANDOLPH,ST,CHICAGO,IL,60607,27,57,27-57,12,41.884224057,-87.651692762,"(41.88422405723443, -87.65169276245679)"
1144354,422130,6,"THE VEGGIE GRILL, INC.",VEGGIE GRILL,03/11/2020,05/31/2021,03/11/2020,911 W RANDOLPH ST,911,911,W,RANDOLPH,ST,CHICAGO,,60607,27,45,27-45,12,41.884249178,-87.650264212,"(41.8842491783188, -87.65026421214128)"
1144355,407896,1,"NANDO'S OF HYDE PARK, LLC",NANDO'S PERI PERI,03/04/2020,05/31/2021,03/03/2020,1447 E 53RD ST,1447,1447,E,53RD,ST,CHICAGO,IL,60615,5,54,5-54,2,41.799423505,-87.589964079,"(41.799423505424414, -87.58996407916824)"
1144357,242795,2,"2416 W SCHUBERT, INC.",FAT WILLY'S RIB SHACK,06/04/2020,05/31/2021,06/04/2020,2416-22 W SCHUBERT AVE,2416,2416-22,W,SCHUBERT,AVE,CHICAGO,IL,60647,32,39,32-39,14,41.930454015,-87.688580255,"(41.930454015237366, -87.68858025477232)"
1144364,352829,1,"HENRI, LLC",ACANTO,02/27/2020,05/31/2021,02/27/2020,18 S MICHIGAN AVE,18,18,S,MICHIGAN,AVE,CHICAGO,IL,60603,42,9,42-9,1,41.881658739,-87.624500099,"(41.88165873896031, -87.62450009856119)"
1144365,301126,1,"24 SOUTH MICHIGAN, LLC",THE GAGE,06/12/2020,05/31/2021,02/27/2020,24 S MICHIGAN AVE,24,24,S,MICHIGAN,AVE,CHICAGO,IL,60603,42,9,42-9,1,41.881514411,-87.624495596,"(41.88151441122683, -87.62449559602777)"
1144366,402361,1,"MICHIGAN AVENUE ENTERPRISES, LLC",BEACON TAVERN,03/05/2020,05/31/2021,03/04/2020,405 N WABASH AVE,405,405,N,WABASH,AVE,CHICAGO,IL,60611,42,55,42-55,18,41.889465329,-87.626509274,"(41.889465328771564, -87.62650927363448)"
1144367,370446,1,EC RESTAURANTS (CHICAGO - ADAMS) CORP.,ELEPHANT & CASTLE PUB & RESTAURANT,02/27/2020,05/31/2021,02/27/2020,111 W ADAMS ST,111,111,W,ADAMS,ST,CHICAGO,IL,60603,42,9,42-9,1,41.879301285,-87.631167793,"(41.87930128470342, -87.63116779278104)"
1144368,403622,1,UB2 LLC,URBANBELLY WICKER PARK,02/28/2020,05/31/2021,02/28/2020,1542 N DAMEN AVE,1542,1542,N,DAMEN,AVE,CHICAGO,IL,60622,1,8,1-8,14,41.909426744,-87.677583284,"(41.90942674415946, -87.67758328415117)"
1144369,269555,1,QDOBA RESTAURANT CORPORATION,Qdoba Mexican Eats #2154,04/24/2020,05/31/2021,03/12/2020,175 W JACKSON BLVD,175,175,W,JACKSON,BLVD,CHICAGO,IL,60604,42,49,42-49,1,41.878014487,-87.63318903,"(41.878014487249544, -87.63318903001444)"
1144370,369504,4,"COFFEE HOUSE HOLDINGS, INC.",STARBUCKS COFFEE,02/28/2020,05/31/2021,02/28/2020,600 N STATE ST,600,600,N,STATE,ST,CHICAGO,IL,60654,42,22,42-22,18,41.892501167,-87.628242738,"(41.89250116694964, -87.62824273781878)"
1144371,369504,19,"COFFEE HOUSE HOLDINGS, INC.",STARBUCKS COFFEE #2510,02/28/2020,05/31/2021,02/28/2020,414 N ORLEANS ST,414,414,N,ORLEANS,ST,CHICAGO,IL,60610,42,67,42-67,18,41.889682961,-87.637120956,"(41.889682960687374, -87.63712095614753)"
1144372,63414,84,STARBUCKS CORPORATION,STARBUCKS COFFEE #2545,04/10/2020,05/31/2021,02/28/2020,25 E WASHINGTON ST,25,25,E,WASHINGTON,ST,CHICAGO,IL,60602,42,9,42-9,1,41.883109079,-87.626976034,"(41.883109078966136, -87.62697603370881)"
1144373,63414,101,STARBUCKS CORPORATION,STARBUCKS COFFEE #2877,04/10/2020,05/31/2021,02/28/2020,40 N CLINTON ST,40,40,N,CLINTON,ST,CHICAGO,IL,60661,42,21,42-21,1,41.883108072,-87.641377478,"(41.8831080720045, -87.64137747810499)"
1144374,63414,79,STARBUCKS CORPORATION,STARBUCKS COFFEE #2484,04/10/2020,05/31/2021,02/28/2020,111 E CHESTNUT ST,111,111,E,CHESTNUT,ST,CHICAGO,IL,60611,42,48,42-48,18,41.898261619,-87.625164692,"(41.89826161908875, -87.62516469194003)"
1144375,63414,156,STARBUCKS CORPORATION,STARBUCKS COFFEE 18013,04/10/2020,05/31/2021,02/28/2020,171 W RANDOLPH ST,171,171,W,RANDOLPH,ST,CHICAGO,IL,60601,42,9,42-9,1,41.884361877,-87.633164538,"(41.88436187748195, -87.63316453760919)"
1144376,369504,21,"COFFEE HOUSE HOLDINGS, INC.",STARBUCKS COFFEE #15683,02/28/2020,05/31/2021,02/28/2020,8 N MICHIGAN AVE,8,8,N,MICHIGAN,AVE,CHICAGO,IL,60602,42,9,42-9,1,41.882288177,-87.624517791,"(41.882288176801794, -87.62451779096743)"
1144377,63414,131,STARBUCKS CORPORATION,STARBUCKS COFFEE #13710,04/10/2020,05/31/2021,02/28/2020,30 W ERIE ST,30,30,W,ERIE,ST,CHICAGO,IL,60610,42,56,42-56,18,41.894165414,-87.629389028,"(41.89416541426283, -87.62938902777785)"
1144378,63414,38,STARBUCKS CORPORATION,STARBUCKS COFFEE #2234,04/10/2020,05/31/2021,02/28/2020,200 W ADAMS ST,200,200,W,ADAMS,ST,CHICAGO,IL,60606,42,49,42-49,1,41.879495472,-87.633829661,"(41.879495472483235, -87.63382966060512)"
1144379,63414,35,STARBUCKS CORPORATION,STARBUCKS COFFEE #2224,04/10/2020,05/31/2021,02/28/2020,430 N CLARK ST,430,430,N,CLARK,ST,CHICAGO,IL,60654,42,46,42-46,18,41.890058266,-87.631229887,"(41.890058266027715, -87.63122988738189)"
1144380,63414,27,STARBUCKS CORPORATION,STARBUCKS COFFEE #225,04/10/2020,05/31/2021,02/28/2020,40 W LAKE ST,40,40,W,LAKE,ST,CHICAGO,IL,60601,42,9,42-9,1,41.885855996,-87.629421739,"(41.88585599581413, -87.6294217392213)"
1144381,63414,115,STARBUCKS CORPORATION,STARBUCKS COFFEE #10594,04/10/2020,05/31/2021,02/28/2020,39 S LA SALLE ST,39,39,S,LA SALLE,ST,CHICAGO,IL,60603,42,9,42-9,1,41.880931558,-87.632189133,"(41.88093155774665, -87.63218913315433)"
1144382,63414,112,STARBUCKS CORPORATION,STARBUCKS COFFEE #10199,04/10/2020,05/31/2021,02/28/2020,131 S DEARBORN ST,131,131,S,DEARBORN,ST,CHICAGO,IL,60603,42,9,42-9,1,41.87988544,-87.629211595,"(41.87988544030099, -87.62921159480324)"
1144383,369504,2,"COFFEE HOUSE HOLDINGS, INC.",STARBUCKS COFFEE #16309,02/28/2020,05/31/2021,02/28/2020,200 S MICHIGAN AVE,200,200,S,MICHIGAN,AVE,CHICAGO,IL,60604,42,9,42-9,1,41.879489329,-87.624498125,"(41.87948932869769, -87.6244981249339)"
1144384,369504,16,"COFFEE HOUSE HOLDINGS, INC.",STARBUCKS COFFEE #216,02/28/2020,05/31/2021,02/28/2020,401 E ONTARIO ST,401,401,E,ONTARIO,ST,CHICAGO,IL,60611,42,65,42-65,18,41.893341296,-87.617589151,"(41.893341296312244, -87.61758915120579)"
1144385,63414,178,STARBUCKS CORPORATION,STARBUCKS COFFEE #28867,04/10/2020,05/31/2021,02/28/2020,333 N MICHIGAN AVE,333,333,N,MICHIGAN,AVE,CHICAGO,,60601,42,40,42-40,1,41.887542941,-87.624407002,"(41.88754294139151, -87.62440700245574)"
1144386,405991,1,AYDEN BABA LLC,DUNKIN DONUTS,03/16/2020,05/31/2021,03/16/2020,93 N CANAL ST,93,93,N,CANAL,ST,CHICAGO,IL,60606,42,21,42-21,1,41.883126523,-87.639587751,"(41.883126523396164, -87.63958775124475)"
1144387,394647,1,"EMERALD FOODS, LLC",DUNKIN DONUTS,07/16/2020,05/31/2021,07/15/2020,205 W WACKER DR,205,205,W,WACKER,DR,CHICAGO,IL,60606,42,9,42-9,1,41.886707304,-87.634150393,"(41.886707304096035, -87.63415039321221)"
1144388,8883,2,GOLD COAST FOODS INC,BASKIN ROBBINS,03/16/2020,05/31/2021,03/16/2020,31 E ADAMS ST,31,31,E,ADAMS,ST,CHICAGO,IL,60603,42,9,42-9,1,41.87939908,-87.626559106,"(41.879399079856356, -87.62655910577415)"
1144389,85681,1,PLATINUM FOODS INC,DUNKIN DONUTS,03/16/2020,05/31/2021,03/16/2020,39 W JACKSON BLVD,39,39,W,JACKSON,BLVD,CHICAGO,IL,60604,4,49,4-49,1,41.878057652,-87.629268945,"(41.87805765240321, -87.62926894464043)"
1144390,338777,1,"PEARL FOODS ENTERPRISES, LLC",DUNKIN DONUTS,03/16/2020,05/31/2021,03/16/2020,117 S CLINTON ST,117,117,S,CLINTON,ST,CHICAGO,IL,60661,42,12,42-12,1,41.880023522,-87.640988575,"(41.88002352164489, -87.6409885748007)"
1144391,403344,1,"SAPPHIRE FOODS, LLC",DUNKIN DONUTS,03/16/2020,05/31/2021,03/16/2020,1015 W LAKE ST,1015,1015,W,LAKE,ST,CHICAGO,IL,60607,27,57,27-57,12,41.885462128,-87.652806814,"(41.885462128295, -87.65280681385605)"
1144392,295236,2,RIVER FOODS ENTERPRISES LLC.,DUNKIN DONUTS,03/16/2020,05/31/2021,03/16/2020,27 E LAKE ST,27,27,E,LAKE,ST,CHICAGO,IL,60601,42,9,42-9,1,41.885642588,-87.626930025,"(41.88564258759103, -87.62693002456231)"
1144393,20098,1,"CAFE THAI,  CORP.",HOT WOKS COOL SUSHI,03/12/2020,05/31/2021,03/12/2020,30 S MICHIGAN AVE,30,30,S,MICHIGAN,AVE,CHICAGO,IL,60603,42,9,42-9,1,41.881371062,-87.624491752,"(41.88137106153754, -87.62449175187143)"
1144394,353136,1,"HWCS (ROSCOE), INC.",HOT WOKS COOL SUSHI,03/12/2020,05/31/2021,03/12/2020,2032 W ROSCOE ST,2032,2032,W,ROSCOE,ST,CHICAGO,IL,60618,32,21,32-21,19,41.943312712,-87.679721969,"(41.943312712450826, -87.67972196894465)"
1144395,314458,1,"BWR BRIDGEPORT, LLC.",BUFFALO WINGS AND RINGS,05/19/2020,05/31/2021,05/14/2020,3434 S HALSTED ST,3434,3434,S,HALSTED,ST,CHICAGO,IL,60608,11,16,11-16,9,41.831724396,-87.646276392,"(41.831724396177286, -87.6462763924342)"
1144396,413832,1,MARGARITA GOLD INC,CASA MARGARITA,03/13/2020,05/31/2021,03/13/2020,505 N LAKE SHORE DR,505,505,N,LAKE SHORE,DR,CHICAGO,,,42,11,42-11,18,41.891279293,-87.614107533,"(41.89127929349215, -87.61410753333017)"
1144397,21100,2,"RIVER NORTH CATERING, INC",CAFFECAFE,02/28/2020,05/31/2021,02/28/2020,1 E WACKER DR,1,1,E,WACKER,DR,CHICAGO,IL,60601,42,9,42-9,1,41.886707555,-87.627883478,"(41.886707555069805, -87.6278834784023)"
1144398,371584,1,SOUTHSIDE GREEN LLC,BLACK AND CASPIEN WINE BISTRO,05/13/2020,05/31/2021,06/29/2020,2908 N BROADWAY,2908,2908,N,BROADWAY,,CHICAGO,,60657,44,6,44-6,19,41.935164878,-87.64438454,"(41.93516487837232, -87.6443845401894)"
1144399,460055,1,"GODDESS AND THE BAKER GRAND, LLC","GODDESS AND THE BAKER GRAND, LLC",05/20/2020,05/31/2021,04/24/2020,44 E GRAND AVE,44,44,E,GRAND,AVE,CHICAGO,,60611,42,22,42-22,18,41.891800155,-87.626331866,"(41.89180015540774, -87.62633186618312)"
1144400,405524,1,NANDO'S OF STREETERVILLE LLC,NANDO'S PERI-PERI,03/04/2020,05/31/2021,03/03/2020,227 E ONTARIO ST,227,227,E,ONTARIO,ST,CHICAGO,IL,60611,42,41,42-41,18,41.893262977,-87.621958776,"(41.893262977315636, -87.6219587764921)"
1144408,372761,1,THE GLUNZ TAVERN LLC,THE GLUNZ TAVERN,02/28/2020,05/31/2021,02/28/2020,1202 N WELLS ST,1202,1202,N,WELLS,ST,CHICAGO,IL,60610,2,30,2-30,18,41.903967607,-87.634627927,"(41.9039676073598, -87.63462792716602)"
1144409,9387,1,"BRETT'S, INC.",ORANGE ON ROSCOE,02/28/2020,05/31/2021,02/28/2020,2011 W ROSCOE ST,2011,2011,W,ROSCOE,ST,CHICAGO,IL,60618,32,15,32-15,19,41.943102228,-87.67892832,"(41.94310222783471, -87.67892832012319)"
1144410,10393,2,"BERNIE'S, INC.",BERNIE'S,03/06/2020,05/31/2021,03/06/2020,3664 N CLARK ST,3664,3664,N,CLARK,ST,CHICAGO,IL,60613,44,50,44-50,19,41.948843781,-87.658009262,"(41.948843780887984, -87.65800926199522)"
1144411,370442,1,EC RESTAURANTS (CHICAGO - WABASH) CORP.,ELEPHANT & CASTLE PUB & RESTAURANT,02/28/2020,05/31/2021,02/28/2020,185 N WABASH AVE,185,185,N,WABASH,AVE,CHICAGO,IL,60601,42,9,42-9,1,41.885431671,-87.626119286,"(41.88543167061009, -87.626119285512)"
1144412,208198,2,"INA MAE TAVERN & PACKAGED GOODS, INC.","INA MAE TAVERN & PACKAGED GOODS, INC.",06/29/2020,05/31/2021,06/26/2020,1415 N WOOD ST,1415,1415,N,WOOD,ST,CHICAGO,,60622,2,25,2-25,14,41.907583209,-87.672348411,"(41.90758320894764, -87.67234841089311)"
1144413,64758,1,"IRIDIAN,INC",LINCOLN STATION,07/01/2020,05/31/2021,06/03/2020,2430-32 N LINCOLN AVE,2430,2430-32,N,LINCOLN,AVE,CHICAGO,IL,60614,43,56,43-56,19,41.926064412,-87.649841023,"(41.92606441246732, -87.64984102257678)"
1144415,46,1,"BUTCH MC GUIRE'S, INC.","BUTCH MC GUIRE'S, INC.",03/19/2020,05/31/2021,02/27/2020,20 W DIVISION ST,20,20,W,DIVISION,ST,CHICAGO,IL,60610,2,30,2-30,18,41.90403823,-87.629502324,"(41.90403823021623, -87.62950232369502)"
1144416,207577,1,"MITCH'S & JANINA RESTAURANT, INC.",BOEUFHAUS,05/01/2020,05/31/2021,03/04/2020,1012 N WESTERN AVE,1012,1012,N,WESTERN,AVE,CHICAGO,IL,60622,26,1,26-1,12,41.899833872,-87.687096157,"(41.89983387207676, -87.68709615660384)"
1144417,314187,1,ANGLO GERMAN ENTERTAINMENT LTD.,FINLEY MAHONY'S,02/28/2020,05/31/2021,02/27/2020,3701 N BROADWAY,3701,3701,N,BROADWAY,,CHICAGO,,60613,46,10,46-10,19,41.949249548,-87.648259801,"(41.94924954780584, -87.64825980109582)"
1144418,390179,1,SHAKE SHACK CHICAGO OHIO STREET LLC,SHAKE SHACK,03/06/2020,05/31/2021,03/03/2020,66 E OHIO ST,66,66,E,OHIO,ST,CHICAGO,IL,60611,42,22,42-22,18,41.892632695,-87.625469349,"(41.892632694540204, -87.62546934851405)"
1144419,394000,1,SHAKE SHACK CAA CHICAGO LLC,SHAKE SHACK,03/04/2020,05/31/2021,03/03/2020,12 S MICHIGAN AVE,12,12,S,MICHIGAN,AVE,CHICAGO,IL,60603,42,9,42-9,1,41.8818033,-87.624504274,"(41.881803300378394, -87.62450427385279)"
1144420,406307,1,"LUCHA COFFEE, LLC",DAMN FINE COFFEE BAR,02/28/2020,05/31/2021,02/28/2020,3317 W ARMITAGE AVE,3317,3317,W,ARMITAGE,AVE,CHICAGO,IL,60647,26,14,26-14,14,41.917242821,-87.711007063,"(41.917242821418085, -87.71100706313331)"
1144422,7640,1,"DON PANCHO'S MEXICAN RESTAURANT, INC",PANCHO PISTOLAS MEXICAN RESTAURANT,05/29/2020,05/31/2021,02/27/2020,700 W 31ST ST,700,700,W,31ST,ST,CHICAGO,IL,60616,11,45,11-45,9,41.838185285,-87.643912017,"(41.838185285255065, -87.64391201661694)"
1144423,388979,1,"ANSH, INC.",MRS FIELDS COOKIES,03/17/2020,05/31/2021,03/04/2020,32 E RANDOLPH ST,32,32,E,RANDOLPH,ST,CHICAGO,IL,60601,42,9,42-9,1,41.8846042,-87.626759487,"(41.88460419998884, -87.62675948736667)"
1144430,215265,1,BOSNAM FOOD RESTAURANT CORP.,CAFE RESTAURANT ART,03/13/2020,05/31/2021,03/13/2020,4658 N ROCKWELL ST,4658,4658,N,ROCKWELL,ST,CHICAGO,IL,60625,47,15,47-15,19,41.966571693,-87.693893491,"(41.966571693001114, -87.69389349093929)"
1144434,401568,1,3441 HOSPITALITY GROUP LLC,THE GRAYSTONE TAVERN,07/23/2020,05/31/2021,07/23/2020,3441 N SHEFFIELD AVE,3441,3441,N,SHEFFIELD,AVE,CHICAGO,IL,60657,44,36,44-36,19,41.944772763,-87.654107848,"(41.94477276328082, -87.65410784813349)"
1144438,384125,1,"L3 STREETERVILLE, LLC",LYFE KITCHEN,02/28/2020,05/31/2021,02/28/2020,259 E ERIE ST,259,259,E,ERIE,ST,CHICAGO,IL,60611,42,41,42-41,18,41.894085381,-87.62040431,"(41.894085380663164, -87.62040431002175)"
1144439,382225,1,L3 RIVER NORTH LLC,LYFE KITCHEN,02/28/2020,05/31/2021,02/28/2020,413-419 N CLARK ST,413,413-419,N,CLARK,ST,CHICAGO,IL,60654,42,55,42-55,18,41.889590469,-87.630922888,"(41.88959046922308, -87.6309228883066)"
1144441,22622,5,"PEET'S COFFEE, INC.",PEET'S COFFEE & TEA,07/16/2020,05/31/2021,03/11/2020,41 E 8TH ST,41,41,E,8TH,ST,CHICAGO,IL,60605,4,58,4-58,1,41.871729899,-87.625975417,"(41.8717298990094, -87.6259754174694)"
1144444,330859,2,"FLORIOLE BAKERY, L.L.C.",FLORIOLE BAKERY LLC,03/17/2020,05/31/2021,03/17/2020,1220 W WEBSTER AVE,1220,1220,W,WEBSTER,AVE,CHICAGO,IL,60614,43,47,43-47,18,41.921763099,-87.659241874,"(41.92176309903512, -87.65924187372441)"
1144463,350288,1,"OASIS MADISON, INC",SUMU TOKYO RAMEN AND SUSHI,08/03/2020,05/31/2021,06/28/2020,1131 W MADISON ST,1131,1131,W,MADISON,ST,CHICAGO,IL,60607,25,16,25-16,12,41.881535752,-87.655580486,"(41.881535752397575, -87.65558048597315)"
1144464,378508,1,KANELA II LLC,KANELA BREAKFAST CLUB,12/21/2020,05/31/2021,07/29/2020,1552 N WELLS ST,1552,1552,N,WELLS,ST,CHICAGO,IL,60610,27,42,27-42,18,41.910676091,-87.634842737,"(41.91067609090565, -87.6348427365926)"
1144466,34110,1,"GLASCOTT'S GROGGERY, INC.",GLASCOTT'S GROGGERY,06/18/2020,05/31/2021,06/03/2020,2158 N HALSTED ST,2158,2158,N,HALSTED,ST,CHICAGO,IL,60614,43,41,43-41,18,41.921723647,-87.64877701,"(41.92172364683801, -87.64877700980905)"
1144467,3044,1,ALEHANDROS POULAKIS,ATHENIAN ROOM RESTAURANT,08/07/2020,05/31/2021,08/06/2020,807 W WEBSTER AVE,807,807,W,WEBSTER,AVE,CHICAGO,IL,60614,43,41,43-41,18,41.921702061,-87.648943732,"(41.92170206096268, -87.64894373163004)"
1144469,423247,1,"LB LOGAN, LLC",LA BOULANGERIE,06/26/2020,05/31/2021,06/11/2020,3129 W LOGAN BLVD,3129,3129,W,LOGAN,BLVD,CHICAGO,,60647,32,14,32-14,14,41.927864203,-87.706161882,"(41.927864202687005, -87.7061618818839)"
1144472,421335,4,"DEPARTMENT OF COFFEE AND SOCIAL AFFAIRS IL, INC.",CHICAGO GRIND,06/25/2020,05/31/2021,06/24/2020,5256 N BROADWAY,5256,5256,N,BROADWAY,,CHICAGO,,60640,48,2,48-2,20,41.977994211,-87.660061201,"(41.97799421086391, -87.66006120070982)"
1144473,17294,1,"KOPI JALAN, INC.","KOPI, A TRAVELER'S CAFE",06/09/2020,05/31/2021,06/08/2020,5317 N CLARK ST,5317,5317,N,CLARK,ST,CHICAGO,IL,60640,48,43,48-43,20,41.978607404,-87.668176411,"(41.97860740426517, -87.6681764114042)"
1144475,405340,1,KANELA V LLC,"KANELA ""BREAKFAST CLUB""",07/29/2020,05/31/2021,07/29/2020,5413 N CLARK ST,5413,5413,N,CLARK,ST,CHICAGO,IL,60640,48,43,48-43,20,41.980204645,-87.66815868,"(41.98020464496523, -87.66815868013656)"
1144476,401695,1,"HOLY BASIL, LLC",MANGO PICKLE,07/02/2020,05/31/2021,07/01/2020,5842 N BROADWAY,5842,5842,N,BROADWAY,,CHICAGO,IL,60660,48,48,48-48,20,41.988272104,-87.660358696,"(41.98827210388373, -87.66035869613218)"
1144478,429497,1,ZUPPERIA INC.,ANTO PIZZA CHICAGO,06/01/2020,05/31/2021,05/30/2020,1547 W JARVIS AVE,1547,1547,W,JARVIS,AVE,CHICAGO,,60626,49,11,49-11,24,42.015888748,-87.66997511,"(42.01588874781467, -87.66997511024942)"
1144479,4095,1,"LAS MANANITAS, INC.",LAS MANANITAS,07/09/2020,05/31/2021,06/18/2020,3523 N HALSTED ST,3523,3523,N,HALSTED,ST,CHICAGO,IL,60657,46,24,46-24,19,41.946201295,-87.649304634,"(41.94620129474902, -87.6493046342878)"
1144480,63548,6,WASHINGTON SQUARE LIQUORS INC,BOSS BAR,06/01/2020,05/31/2021,05/29/2020,418-420 N CLARK ST,418,418-420,N,CLARK,ST,CHICAGO,IL,60654,42,46,42-46,18,41.889904879,-87.63122455,"(41.889904879439435, -87.63122454993453)"
1144481,422836,1,"BLAZE IL STORE 16, LLC",BLAZE PIZZA,06/01/2020,05/31/2021,05/29/2020,511 S STATE ST,511,511,S,STATE,ST,CHICAGO,,60605,4,21,4-21,1,41.875414932,-87.627472611,"(41.87541493209854, -87.62747261121046)"
1144482,391276,1,"BLAZE IL STORE 2, LLC",BLAZE PIZZA,06/01/2020,05/31/2021,05/29/2020,24 S CLINTON ST,24,24,S,CLINTON,ST,CHICAGO,IL,,42,12,42-12,1,41.881100074,-87.641315244,"(41.88110007444254, -87.64131524410391)"
1144483,387683,1,"BLAZE IL STORE 4, LLC",BLAZE PIZZA,06/01/2020,05/31/2021,05/29/2020,227 E ONTARIO ST,227,227,E,ONTARIO,ST,CHICAGO,IL,60611,42,41,42-41,18,41.893262977,-87.621958776,"(41.893262977315636, -87.6219587764921)"
1144486,85294,2,4-M ENTERPRISES INC,EXCHEQUER RESTAURANT,06/22/2020,05/31/2021,06/22/2020,224 - 226 S WABASH AVE,224,224 - 226,S,WABASH,AVE,CHICAGO,,60604,42,33,42-33,1,41.878904039,-87.62625048,"(41.87890403884019, -87.62625048034315)"
1144494,397984,1,DOS URBAN CANTINA LLC,DOS URBAN CANTINA,06/25/2020,05/31/2021,06/25/2020,2829-2831 W ARMITAGE AVE,2829,2829-2831,W,ARMITAGE,AVE,CHICAGO,IL,60647,1,20,1-20,14,41.917370078,-87.69824926,"(41.91737007807033, -87.6982492595568)"
1144495,65004,19,"POTBELLY SANDWICH WORKS, LLC",POTBELLY SANDWICH WORKS LLC,11/04/2020,05/31/2021,10/22/2020,1625 N DAMEN AVE,1625,1625,N,DAMEN,AVE,CHICAGO,IL,60647,2,36,2-36,14,41.911216984,-87.677333437,"(41.911216984345366, -87.67733343718919)"
1144500,268517,1,"KROLL'S SOUTH LOOP, LLC",KROLL'S SOUTH LOOP,06/04/2020,05/31/2021,06/04/2020,1736 S MICHIGAN AVE,1736,1736,S,MICHIGAN,AVE,CHICAGO,IL,,3,40,3-40,1,41.85799082,-87.624082876,"(41.85799082041387, -87.62408287577486)"
1144502,342922,3,SIYAR VICTORY INC.,ANTIQUE TACO,10/22/2020,05/31/2021,08/20/2020,1360 N MILWAUKEE AVE,1360,1360,N,MILWAUKEE,AVE,CHICAGO,IL,60622,1,10,1-10,14,41.906429121,-87.671514215,"(41.90642912051378, -87.67151421455068)"
1144504,371248,1,"ZIZI'S KABOBS, INC.",ZIZI'S CAFE,06/23/2020,05/31/2021,06/04/2020,2825 N SHEFFIELD AVE,2825,2825,N,SHEFFIELD,AVE,CHICAGO,IL,60657,44,29,44-29,19,41.933439812,-87.653740047,"(41.933439811522284, -87.6537400474662)"
1144505,27643,1,"JIM AND DINO'S, INC.",DUNNING POUR HOUSE,06/01/2020,05/31/2021,05/29/2020,7718 W ADDISON ST,7718,7718,W,ADDISON,ST,CHICAGO,,60634,38,27,38-27,16,41.945309465,-87.820427194,"(41.9453094646909, -87.82042719380131)"
1144506,400996,1,FUNCOOL ENTERPRISES LLC,MUNNO,06/11/2020,05/31/2021,06/11/2020,4656 N CLARK ST,4656,4656,N,CLARK,ST,CHICAGO,IL,60640,47,34,47-34,19,41.966913741,-87.667232331,"(41.96691374122208, -87.66723233053568)"
1144507,9343,2,"BEAT KITCHEN, INC.",BEAT KITCHEN,06/04/2020,05/31/2021,06/02/2020,2100 W BELMONT AVE,2100,2100,W,BELMONT,AVE,CHICAGO,IL,60618,32,42,32-42,19,41.939651932,-87.680903205,"(41.93965193153802, -87.6809032053269)"
1144508,362776,1,"825 W. FULTON, LLC",PUBLICAN QUALITY MEATS,07/13/2020,05/31/2021,06/05/2020,825 W FULTON MARKET,825,825,W,FULTON MARKET,,CHICAGO,IL,60607,27,1,27-1,12,41.886677454,-87.648609812,"(41.886677453971, -87.64860981183432)"
1144509,387404,1,"1543 N. DAMEN, LLC",DOVE'S LUNCHEONETTE,07/15/2020,05/31/2021,07/14/2020,1543-1545 N DAMEN AVE,1543,1543-1545,N,DAMEN,AVE,CHICAGO,,60622,1,8,1-8,14,41.909550137,-87.677292706,"(41.90955013711738, -87.67729270632059)"
1144511,317802,1,"845 W. FULTON, LLC",THE PUBLICAN,06/15/2020,05/31/2021,05/29/2020,837 W FULTON MARKET,837,837,W,FULTON MARKET,,CHICAGO,IL,60607,27,1,27-1,12,41.886669847,-87.648905008,"(41.88666984658428, -87.64890500808553)"
1144513,253657,2,"TERROIR RESTAURANT, INC.",AVEC,06/24/2020,05/31/2021,06/24/2020,615 W RANDOLPH ST,615,615,W,RANDOLPH,ST,CHICAGO,IL,60661,42,21,42-21,1,41.884321041,-87.643424753,"(41.88432104069269, -87.64342475334716)"
1144514,15435,1,TARANTINO'S LIMITED,TARANTINO'S,07/15/2020,05/31/2021,06/26/2020,1112 W ARMITAGE AVE,1112,1112,W,ARMITAGE,AVE,CHICAGO,IL,60614,43,28,43-28,18,41.918179613,-87.655859837,"(41.91817961305914, -87.65585983747225)"
